aadf_brand_raw,aadf_brand_normalized,aadf_product_name,aadf_form,aadf_key,match_score,exact_key_match,canonical_brand,canonical_product_name,canonical_key,canonical_form
Millies Wolfheart,Millies Wolfheart,highland mix,dry,millies_wolfheart|highland_mix|dry,0.0,False,,,,
Wainwrights,Wainwrights,free run with superfoods,wet,wainwrights|free_run_with_superfoods|wet,0.0,False,,,,
Virbac,Virbac,veterinary hpm neutered dog and,dry,virbac|veterinary_hpm_neutered_dog_and|dry,0.0,False,,,,
Belcando,Belcando,active m xl,raw,belcando|active_m_xl|raw,0.5217391304347826,False,Belcando,Adult Active,belcando|adult_active|unknown,wet
Clinivet,Clinivet,,wet,clinivet||wet,0.0,False,,,,
K9,K9,optimum can,wet,k9|optimum_can|wet,0.0,False,,,,
Wainwrights,Wainwrights,,wet,wainwrights||wet,0.0,False,,,,
Arden Grange,Arden Grange,partners,wet,arden_grange|partners|wet,0.4631578947368421,False,Arden Grange,"Grange Partners Lamb, Rice  Veg","arden|grange_partners_lamb,_rice__veg|wet",wet
Essential,Essential,the beginning,dry,essential|the_beginning|dry,0.0,False,,,,
Hills,Hills,prescription diet gastrointestinal biome stew,wet,hills|prescription_diet_gastrointestinal_biome_stew|wet,0.0,False,,,,
Burns,Burns,organic,wet,burns|organic|wet,0.4375,False,Burns,Original Fish  Brown Rice,burns|original_fish__brown_rice|dry,dry
James Wellbeloved,James Wellbeloved,,dry,james_wellbeloved||dry,0.0,False,,,,
Canagan,Canagan,dental,wet,canagan|dental|wet,0.4444444444444444,False,Canagan,Dental Free-Run Turkey,canagan|dental_free-run_turkey|dry,dry
Wellness,Wellness,core,wet,wellness|core|wet,0.0,False,,,,
Growling,Growling,tums delicate,dry,growling|tums_delicate|dry,0.0,False,,,,
Rawgeous,Rawgeous,single protein meals,wet,rawgeous|single_protein_meals|wet,0.0,False,,,,
Cesar,Cesar,classics,wet,cesar|classics|wet,0.0,False,,,,
Edgard,Edgard,and cooper bio organic kibble,dry,edgard|and_cooper_bio_organic_kibble|dry,0.0,False,,,,
Hills Science,Hill's,plan mature 7 and mini,dry,hill_s|plan_mature_7_and_mini|dry,0.0,False,,,,
Simpsons,Simpsons,premium,dry,simpsons|premium|dry,0.0,False,,,,
Canagan,Canagan,,wet,canagan||wet,0.0,False,,,,
Arden Grange,Arden Grange,,wet,arden_grange||wet,0.0,False,,,,
Dr,Dr,john titanium,wet,dr|john_titanium|wet,0.0,False,,,,
Mcadams,McAdams,sensitive,dry,mcadams|sensitive|dry,0.0,False,,,,
Step,Step,up light and sensitive,dry,step|up_light_and_sensitive|dry,0.0,False,,,,
Applaws,Applaws,,wet,applaws||wet,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,peak performance,dry,millies_wolfheart|peak_performance|dry,0.0,False,,,,
Belcando,Belcando,power m xl,wet,belcando|power_m_xl|wet,0.47619047619047616,False,Belcando,Junior Maxi,belcando|junior_maxi|unknown,dry
Exe,Exe,valley feed,wet,exe|valley_feed|wet,0.0,False,,,,
Royal Canin,Royal Canin,mini sterilised care,wet,royal_canin|mini_sterilised_care|wet,0.0,False,,,,
Arden Grange,Arden Grange,,wet,arden_grange||wet,0.0,False,,,,
Skinners,Skinners,field and trial,wet,skinners|field_and_trial|wet,0.0,False,,,,
Poppys,Poppys,picnic power balls,raw,poppys|picnic_power_balls|raw,0.0,False,,,,
Concept For,Concept For,life,wet,concept_for|life|wet,0.0,False,,,,
Scrumbles,Scrumbles,complete sensitive,wet,scrumbles|complete_sensitive|wet,0.0,False,,,,
Almo,Almo,nature holistic,dry,almo|nature_holistic|dry,0.5454545454545454,False,Almo,Nature Holistic Puppy With Fresh Chicken,almo|nature_holistic_puppy_with_fresh_chicken|unknown,wet
Seven,Seven,grain free,dry,seven|grain_free|dry,0.0,False,,,,
Wagg,Wagg,,dry,wagg||dry,0.0,False,,,,
James Wellbeloved,James Wellbeloved,,dry,james_wellbeloved||dry,0.0,False,,,,
Darf,Darf,complete,raw,darf|complete|raw,0.0,False,,,,
Ci,Ci,mighty meaty,dry,ci|mighty_meaty|dry,0.0,False,,,,
Feelwells,Feelwells,grain free,dry,feelwells|grain_free|dry,0.0,False,,,,
Pooch,Pooch & Mutt,and mutt,dry,pooch_mutt|and_mutt|dry,0.0,False,,,,
Asda,Asda,naturally nutritious,wet,asda|naturally_nutritious|wet,0.2916666666666667,False,Asda,ASDA Hero Puppy With Chicken,asda|asda_hero_puppy_with_chicken|dry,dry
Royal Canin,Royal Canin,cocker,wet,royal_canin|cocker|wet,0.0,False,,,,
Laughing,Laughing,dog wheat free complete,wet,laughing|dog_wheat_free_complete|wet,0.0,False,,,,
Eukanuba,Eukanuba,active toy breed,wet,eukanuba|active_toy_breed|wet,0.4090909090909091,False,Eukanuba,Adult Large Breed Lamb  Rice,eukanuba|adult_large_breed_lamb__rice|dry,dry
Natural,Natural,instinct,wet,natural|instinct|wet,0.0,False,,,,
Calibra Expert,Calibra Expert,nutrition energy,wet,calibra_expert|nutrition_energy|wet,0.0,False,,,,
Bounce,Bounce,and bella finest grain free,wet,bounce|and_bella_finest_grain_free|wet,0.4838709677419355,False,Bounce,Bella Irresistible Angus Beef Adult,bounce|bella_irresistible_angus_beef_adult|unknown,dry
Luna,Luna,and me,raw,luna|and_me|raw,0.0,False,,,,
Freshpet,Freshpet,select rolls,wet,freshpet|select_rolls|wet,0.0,False,,,,
Ava,Ava,mature,wet,ava|mature|wet,0.0,False,,,,
Concept For,Concept For,life labrador retriever,dry,concept_for|life_labrador_retriever|dry,0.0,False,,,,
Natures Menu,Natures Menu,original nuggets active,unknown,natures_menu|original_nuggets_active|unknown,0.0,False,,,,
Royal Canin,Royal Canin,mini light weight care,wet,royal_canin|mini_light_weight_care|wet,0.0,False,,,,
Concept For,Concept For,life,wet,concept_for|life|wet,0.0,False,,,,
Natural,Natural,greatness ultra premium mini breed,dry,natural|greatness_ultra_premium_mini_breed|dry,0.0,False,,,,
Wellness,Wellness,core,wet,wellness|core|wet,0.0,False,,,,
Cobbydog,Cobbydog,optimum cold pressed,wet,cobbydog|optimum_cold_pressed|wet,0.0,False,,,,
Wainwrights,Wainwrights,grain free,wet,wainwrights|grain_free|wet,0.0,False,,,,
Burns,Burns,original,wet,burns|original|wet,0.48484848484848486,False,Burns,Puppy Original Lamb  Rice,burns|puppy_original_lamb__rice|dry,dry
Scrumbles,Scrumbles,puppies and toys,wet,scrumbles|puppies_and_toys|wet,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,forager,dry,millies_wolfheart|forager|dry,0.0,False,,,,
Natures Menu,Natures Menu,original cans,wet,natures_menu|original_cans|wet,0.0,False,,,,
Lifestage,Lifestage,,wet,lifestage||wet,0.0,False,,,,
Simpsons,Simpsons,premium,dry,simpsons|premium|dry,0.0,False,,,,
K9,K9,optimum maxi breed,wet,k9|optimum_maxi_breed|wet,0.0,False,,,,
Edmondsons,Edmondsons,,dry,edmondsons||dry,0.0,False,,,,
Nourish,Nourish,grain free,wet,nourish|grain_free|wet,0.0,False,,,,
Hills Science,Hill's,plan 1 6 and mini with,dry,hill_s|plan_1_6_and_mini_with|dry,0.0,False,,,,
Wainwrights,Wainwrights,mature,wet,wainwrights|mature|wet,0.0,False,,,,
Yarrah,Yarrah,vega,wet,yarrah|vega|wet,0.0,False,,,,
Bakers,Bakers,,dry,bakers||dry,0.0,False,,,,
Arkwrights,Arkwrights,complete,dry,arkwrights|complete|dry,0.4512820512820513,False,Arkwrights,Sensitive Complete with Chicken,arkwrights|sensitive_complete_with_chicken|unknown,dry
Paleo,Paleo,ridge essentials,wet,paleo|ridge_essentials|wet,0.0,False,,,,
Acana,Acana,recipe,raw,acana|recipe|raw,0.6666666666666666,False,Acana,Puppy Recipe,acana|puppy_recipe|dry,dry
Wolf of Wilderness,Wolf of Wilderness,,raw,wolf_of_wilderness||raw,0.0,False,,,,
Beta,Beta,,wet,beta||wet,0.0,False,,,,
Butchers,Butchers,succulent recipes foil,wet,butchers|succulent_recipes_foil|wet,0.5599999999999999,False,Butchers,Grain Free Adult Recipes In Jelly,butchers|grain_free_adult_recipes_in_jelly|unknown,wet
Natures Menu,Natures Menu,original nuggets,wet,natures_menu|original_nuggets|wet,0.0,False,,,,
Hills Science,Hill's,plan mature 7 light,dry,hill_s|plan_mature_7_light|dry,0.0,False,,,,
Vets,Vets,kitchen sensitive care,wet,vets|kitchen_sensitive_care|wet,0.0,False,,,,
Icepaw,Icepaw,reset pure 23 11,dry,icepaw|reset_pure_23_11|dry,0.0,False,,,,
Natures,Natures,way grain free mature,dry,natures|way_grain_free_mature|dry,0.0,False,,,,
Lovel,Lovel,fresh,raw,lovel|fresh|raw,0.0,False,,,,
Fish4Dogs,Fish4Dogs,superior weight control bite,wet,fish4dogs|superior_weight_control_bite|wet,0.0,False,,,,
Skippers,Skippers,ocean feast,dry,skippers|ocean_feast|dry,0.0,False,,,,
Almo,Almo,nature holistic,dry,almo|nature_holistic|dry,0.5454545454545454,False,Almo,Nature Holistic Puppy With Fresh Chicken,almo|nature_holistic_puppy_with_fresh_chicken|unknown,wet
Greenacres,GreenAcres,light,wet,greenacres|light|wet,0.0,False,,,,
Salubrious,Salubrious,healthy dog food cold pressed with grains,raw,salubrious|healthy_dog_food_cold_pressed_with_grains|raw,0.0,False,,,,
Bosch,Bosch,active,wet,bosch|active|wet,0.3157894736842105,False,Bosch,Organic Adult,bosch|organic_adult|unknown,dry
Thrive,Thrive,premiumplus,dry,thrive|premiumplus|dry,0.0,False,,,,
Royal Canin,Royal Canin,miniature schnauzer,wet,royal_canin|miniature_schnauzer|wet,0.0,False,,,,
Carnilove,Carnilove,true fresh and healthy weight,wet,carnilove|true_fresh_and_healthy_weight|wet,0.0,False,,,,
Acana,Acana,highest protein,wet,acana|highest_protein|wet,0.8048780487804879,False,Acana,Highest Protein Ranchlands,acana|highest_protein_ranchlands|unknown,wet
Gelert,Gelert,country choice performance,wet,gelert|country_choice_performance|wet,0.0,False,,,,
Dr,Dr,john gold,wet,dr|john_gold|wet,0.0,False,,,,
Fish4Dogs,Fish4Dogs,finest toy breed,dry,fish4dogs|finest_toy_breed|dry,0.0,False,,,,
Lifestage,Lifestage,,wet,lifestage||wet,0.0,False,,,,
Naturea,Naturea,growth,wet,naturea|growth|wet,0.0,False,,,,
Royal Canin,Royal Canin,satiety weight management dog,dry,royal_canin|satiety_weight_management_dog|dry,0.0,False,,,,
Naturo,Naturo,grain and gluten free cans,wet,naturo|grain_and_gluten_free_cans|wet,0.0,False,,,,
Virbac,Virbac,veterinary hpm special,dry,virbac|veterinary_hpm_special|dry,0.0,False,,,,
Canine,Canine,choice,wet,canine|choice|wet,0.0,False,,,,
Tesco,Tesco,natures choice,dry,tesco|natures_choice|dry,0.0,False,,,,
Royal Canin,Royal Canin,veterinary health nutrition mature,wet,royal_canin|veterinary_health_nutrition_mature|wet,0.0,False,,,,
Ydolo,Ydolo,,wet,ydolo||wet,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,utility mix,dry,millies_wolfheart|utility_mix|dry,0.0,False,,,,
Pedigree,Pedigree,tins with jelly,wet,pedigree|tins_with_jelly|wet,0.0,False,,,,
Gentle,Gentle,tinned,wet,gentle|tinned|wet,0.0,False,,,,
Little,Little,bigpaw complete food for and toy dogs,wet,little|bigpaw_complete_food_for_and_toy_dogs|wet,0.0,False,,,,
Natures,Natures,harvest grain free,wet,natures|harvest_grain_free|wet,0.0,False,,,,
Platinum,Platinum,vetactive light,raw,platinum|vetactive_light|raw,0.0,False,,,,
Royal Canin,Royal Canin,dachshund,wet,royal_canin|dachshund|wet,0.0,False,,,,
Winner,Winner,lite,wet,winner|lite|wet,0.0,False,,,,
Eden,Eden,sporting and working,wet,eden|sporting_and_working|wet,0.0,False,,,,
Platinum,Platinum,,raw,platinum||raw,0.0,False,,,,
Earls,Earls,pouches in jelly,wet,earls|pouches_in_jelly|wet,0.0,False,,,,
Seven,Seven,grain free light,wet,seven|grain_free_light|wet,0.0,False,,,,
Pooch,Pooch & Mutt,and mutt,dry,pooch_mutt|and_mutt|dry,0.0,False,,,,
Nourish,Nourish,grain free,dry,nourish|grain_free|dry,0.0,False,,,,
Skinners,Skinners,ruff and ready,wet,skinners|ruff_and_ready|wet,0.0,False,,,,
Country Dog,Country Dog,premium 1 tray,wet,country_dog|premium_1_tray|wet,0.0,False,,,,
Lilys Kitchen,Lilys Kitchen,organic trays,wet,lilys_kitchen|organic_trays|wet,0.0,False,,,,
Essential,Essential,contour pate,wet,essential|contour_pate|wet,0.0,False,,,,
Trophy,Trophy,lifestyle special,dry,trophy|lifestyle_special|dry,0.0,False,,,,
Poppys,Poppys,picnic power follow on paste,raw,poppys|picnic_power_follow_on_paste|raw,0.0,False,,,,
Iams,Iams,advanced nutrition and,dry,iams|advanced_nutrition_and|dry,0.0,False,,,,
Farmina Natural,Farmina Natural,and delicious mini and,dry,farmina_natural|and_delicious_mini_and|dry,0.0,False,,,,
Naturo,Naturo,,dry,naturo||dry,0.0,False,,,,
Acana,Acana,recipe,raw,acana|recipe|raw,0.6666666666666666,False,Acana,Puppy Recipe,acana|puppy_recipe|dry,dry
Step,Step,up grain free,dry,step|up_grain_free|dry,0.0,False,,,,
Concept For,Concept For,life golden retriever,wet,concept_for|life_golden_retriever|wet,0.0,False,,,,
Buddy,Buddy,,dry,buddy||dry,0.0,False,,,,
Carnilove,Carnilove,true fresh,dry,carnilove|true_fresh|dry,0.0,False,,,,
Primal,Primal,spirit iberian complete canned,wet,primal|spirit_iberian_complete_canned|wet,0.0,False,,,,
James Wellbeloved,James Wellbeloved,,wet,james_wellbeloved||wet,0.0,False,,,,
Tails,Tails,com example recipes hypoallergenic,dry,tails|com_example_recipes_hypoallergenic|dry,0.0,False,,,,
Earls,Earls,worker complete,dry,earls|worker_complete|dry,0.0,False,,,,
Arden Grange,Arden Grange,,dry,arden_grange||dry,0.0,False,,,,
Edmondsons,Edmondsons,light,wet,edmondsons|light|wet,0.0,False,,,,
Bella,Bella,and duke complete 7c working dog,unknown,bella|and_duke_complete_7c_working_dog|unknown,0.0,False,,,,
Wellness,Wellness,core,wet,wellness|core|wet,0.0,False,,,,
Lovejoys,Lovejoys,original,dry,lovejoys|original|dry,0.0,False,,,,
Husse,Husse,light,wet,husse|light|wet,0.0,False,,,,
Cooper,Cooper,and co fussy,dry,cooper|and_co_fussy|dry,0.0,False,,,,
Clinivet,Clinivet,,wet,clinivet||wet,0.0,False,,,,
Applaws,Applaws,all breeds,wet,applaws|all_breeds|wet,0.5142857142857142,False,Applaws,Adult Large Breed Chicken,applaws|adult_large_breed_chicken|dry,dry
Leader,Leader,,wet,leader||wet,0.0,False,,,,
Amazon,Amazon,,wet,amazon||wet,0.0,False,,,,
Purizon,Purizon,grain free,dry,purizon|grain_free|dry,0.0,False,,,,
Beco,Beco,,dry,beco||dry,0.0,False,,,,
Pets at Home,Pets at Home,complete nutrition,wet,pets_at_home|complete_nutrition|wet,0.0,False,,,,
Darf,Darf,complete light,raw,darf|complete_light|raw,0.0,False,,,,
Wolf of Wilderness,Wolf of Wilderness,,wet,wolf_of_wilderness||wet,0.0,False,,,,
Royal Canin,Royal Canin,digestive care,wet,royal_canin|digestive_care|wet,0.0,False,,,,
Natural,Natural,greatness complete,wet,natural|greatness_complete|wet,0.0,False,,,,
Walker,Walker,and drake,wet,walker|and_drake|wet,0.0,False,,,,
Step,Step,up,wet,step|up|wet,0.0,False,,,,
Leader,Leader,,dry,leader||dry,0.0,False,,,,
Natures Menu,Natures Menu,original pouches light,wet,natures_menu|original_pouches_light|wet,0.0,False,,,,
Natures Deli,Natures Deli,grain free,wet,natures_deli|grain_free|wet,0.0,False,,,,
Naturea,Naturea,naturals,wet,naturea|naturals|wet,0.0,False,,,,
Country Dog,Country Dog,premium 1,wet,country_dog|premium_1|wet,0.0,False,,,,
Naturediet,Naturediet,feel good,wet,naturediet|feel_good|wet,0.0,False,,,,
Simpsons,Simpsons,premium,wet,simpsons|premium|wet,0.0,False,,,,
Akela,Akela,80 20 original,wet,akela|80_20_original|wet,0.34615384615384615,False,Akela,80:20 Suffolk Duck Complete Working Dog,akela|80:20_suffolk_duck_complete_working_dog|unknown,dry
Nutrivet,Nutrivet,instinct,wet,nutrivet|instinct|wet,0.0,False,,,,
Nutriwolds,Nutriwolds,complete single source supper,raw,nutriwolds|complete_single_source_supper|raw,0.0,False,,,,
Akela,Akela,80 20 suffolk,wet,akela|80_20_suffolk|wet,0.47058823529411764,False,Akela,80:20 Suffolk Duck Complete Working Dog,akela|80:20_suffolk_duck_complete_working_dog|unknown,dry
Earls,Earls,select tender pate,wet,earls|select_tender_pate|wet,0.0,False,,,,
Arden Grange,Arden Grange,weaning,wet,arden_grange|weaning|wet,0.5384615384615384,False,Arden Grange,Grange Weaning/Puppy,arden|grange_weaning/puppy|unknown,dry
Lovejoys,Lovejoys,original,wet,lovejoys|original|wet,0.0,False,,,,
Sainsburys,Sainsburys,complete nutrition cans,wet,sainsburys|complete_nutrition_cans|wet,0.0,False,,,,
Farmina Natural,Farmina Natural,and delicious ancestral grain mini,dry,farmina_natural|and_delicious_ancestral_grain_mini|dry,0.0,False,,,,
Naturo,Naturo,light trays,wet,naturo|light_trays|wet,0.0,False,,,,
Step,Step,up,wet,step|up|wet,0.0,False,,,,
K9,K9,optimum maxi,dry,k9|optimum_maxi|dry,0.0,False,,,,
Feelwells,Feelwells,grain free,dry,feelwells|grain_free|dry,0.0,False,,,,
Nourish,Nourish,grain free,wet,nourish|grain_free|wet,0.0,False,,,,
Pets,Pets,love fresh,wet,pets|love_fresh|wet,0.0,False,,,,
Cobbydog,Cobbydog,and ocean tray,wet,cobbydog|and_ocean_tray|wet,0.0,False,,,,
Carnilove,Carnilove,,dry,carnilove||dry,0.0,False,,,,
Bonacibo,Bonacibo,can,wet,bonacibo|can|wet,0.0,False,,,,
Iams,Iams,advanced nutrition,dry,iams|advanced_nutrition|dry,0.0,False,,,,
Platinum,Platinum,vetactive,raw,platinum|vetactive|raw,0.0,False,,,,
Bob and Lush,Bob & Lush,,wet,bob_lush||wet,0.0,False,,,,
Royal Canin,Royal Canin,light weight care,wet,royal_canin|light_weight_care|wet,0.0,False,,,,
Bella,Bella,and duke complete superfoods,raw,bella|and_duke_complete_superfoods|raw,0.0,False,,,,
Seven,Seven,grain free,wet,seven|grain_free|wet,0.0,False,,,,
Burns,Burns,and original,wet,burns|and_original|wet,0.4864864864864865,False,Burns,Puppy Original Lamb  Rice,burns|puppy_original_lamb__rice|dry,dry
Tilly,Tilly,and ted,wet,tilly|and_ted|wet,0.0,False,,,,
Royal Canin,Royal Canin,cocker,wet,royal_canin|cocker|wet,0.0,False,,,,
Lilys Kitchen,Lilys Kitchen,organic trays,wet,lilys_kitchen|organic_trays|wet,0.0,False,,,,
Wonderdog,Wonderdog,premium hypoallergenic and rice,wet,wonderdog|premium_hypoallergenic_and_rice|wet,0.0,False,,,,
Symply,Symply,feast trays,wet,symply|feast_trays|wet,0.0,False,,,,
Paws,Paws,on plates complete fresh,unknown,paws|on_plates_complete_fresh|unknown,0.0,False,,,,
Butchers,Butchers,healthy heart can,wet,butchers|healthy_heart_can|wet,0.3829787234042553,False,Butchers,Recovery  Revive Adult Chicken,butchers|recovery__revive_adult_chicken|unknown,dry
Burgess,Burgess,supadog finest greyhound and lurcher,wet,burgess|supadog_finest_greyhound_and_lurcher|wet,0.49122807017543857,False,Burgess,Supadog Chicken Adult,burgess|supadog_chicken_adult|unknown,dry
Carnilove,Carnilove,,wet,carnilove||wet,0.0,False,,,,
Lifestage,Lifestage,grain free,wet,lifestage|grain_free|wet,0.0,False,,,,
Collards,Collards,older overweight and rice,wet,collards|older_overweight_and_rice|wet,0.0,False,,,,
Darf,Darf,complete wild,raw,darf|complete_wild|raw,0.0,False,,,,
Honeys,Honeys,lean,raw,honeys|lean|raw,0.0,False,,,,
Butchers,Butchers,traditional recipes foil,wet,butchers|traditional_recipes_foil|wet,0.8837209302325582,False,Butchers,Traditional Recipes,butchers|traditional_recipes|unknown,dry
Symply,Symply,,dry,symply||dry,0.0,False,,,,
Wainwrights,Wainwrights,superfood trays,wet,wainwrights|superfood_trays|wet,0.0,False,,,,
Hills Science,Hill's,plan 1 6 light,wet,hill_s|plan_1_6_light|wet,0.0,False,,,,
Country Dog,Country Dog,original 1,dry,country_dog|original_1|dry,0.0,False,,,,
Chudleys,Chudleys,sensitive,wet,chudleys|sensitive|wet,0.0,False,,,,
Eden,Eden,gourmet range,wet,eden|gourmet_range|wet,0.0,False,,,,
Dr,Dr,john grain free,wet,dr|john_grain_free|wet,0.0,False,,,,
Symply,Symply,,dry,symply||dry,0.0,False,,,,
Percuro,Percuro,,wet,percuro||wet,0.0,False,,,,
Wainwrights,Wainwrights,mature,dry,wainwrights|mature|dry,0.0,False,,,,
Country Dog,Country Dog,premium 7,wet,country_dog|premium_7|wet,0.0,False,,,,
Akela,Akela,working dog food,wet,akela|working_dog_food|wet,0.6153846153846154,False,Akela,90:10 Ultra Complete Working Dog Food,akela|90:10_ultra_complete_working_dog_food|unknown,dry
Different,Different,dog,unknown,different|dog|unknown,0.20689655172413793,False,Different,Dog Low Purine  Phosphorus,different|dog_low_purine__phosphorus|unknown,dry
Natures Deli,Natures Deli,,wet,natures_deli||wet,0.0,False,,,,
Cobbydog,Cobbydog,immunity impact cold pressed,wet,cobbydog|immunity_impact_cold_pressed|wet,0.0,False,,,,
Wellness,Wellness,core,wet,wellness|core|wet,0.0,False,,,,
Orijen,Orijen,,freeze_dried,orijen||freeze_dried,0.0,False,,,,
Percuro,Percuro,,wet,percuro||wet,0.0,False,,,,
Europa,Europa,nutrition and rice,wet,europa|nutrition_and_rice|wet,0.0,False,,,,
Skinners,Skinners,field and trial muesli mix,wet,skinners|field_and_trial_muesli_mix|wet,0.0,False,,,,
Pedigree,Pedigree,tins with jelly,wet,pedigree|tins_with_jelly|wet,0.0,False,,,,
Wolf of Wilderness,Wolf of Wilderness,soft,wet,wolf_of_wilderness|soft|wet,0.0,False,,,,
Clinivet,Clinivet,energy,wet,clinivet|energy|wet,0.0,False,,,,
Kronch,Kronch,optimal,dry,kronch|optimal|dry,0.0,False,,,,
Orygo,Orygo,pate,wet,orygo|pate|wet,0.0,False,,,,
Essential,Essential,contour,dry,essential|contour|dry,0.0,False,,,,
Rinti,Rinti,tins,wet,rinti|tins|wet,0.0,False,,,,
Akela,Akela,80 20 scottish,dry,akela|80_20_scottish|dry,0.44000000000000006,False,Akela,80:20 Scottish Salmon Complete Working Dog/Puppy Food,akela|80:20_scottish_salmon_complete_working_dog/puppy_food|unknown,dry
Orijen,Orijen,,freeze_dried,orijen||freeze_dried,0.0,False,,,,
Bella,Bella,and duke complete 7c premium,raw,bella|and_duke_complete_7c_premium|raw,0.0,False,,,,
Grub,Grub,club steam cooked,wet,grub|club_steam_cooked|wet,0.0,False,,,,
Healthy,Healthy,paws,wet,healthy|paws|wet,0.0,False,,,,
James,James,and ella cold pressed,dry,james|and_ella_cold_pressed|dry,0.0,False,,,,
Ava,Ava,,wet,ava||wet,0.0,False,,,,
Collards,Collards,and rice,wet,collards|and_rice|wet,0.0,False,,,,
Bella,Bella,and duke complete 7c premium,wet,bella|and_duke_complete_7c_premium|wet,0.0,False,,,,
Applaws,Applaws,,dry,applaws||dry,0.0,False,,,,
Wagg,Wagg,,dry,wagg||dry,0.0,False,,,,
Nutribalance,Nutribalance,,wet,nutribalance||wet,0.0,False,,,,
Wilko,Wilko,natures best tins,wet,wilko|natures_best_tins|wet,0.0,False,,,,
Animonda,Animonda,integra protect intestinal,wet,animonda|integra_protect_intestinal|wet,0.4474576271186441,False,Animonda,animonda GranCarno Original Adult,animonda|animonda_grancarno_original_adult|wet,wet
Skinners,Skinners,field and trial foods and,wet,skinners|field_and_trial_foods_and|wet,0.0,False,,,,
Lovel,Lovel,,wet,lovel||wet,0.0,False,,,,
Natures Menu,Natures Menu,original pouches,wet,natures_menu|original_pouches|wet,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,tracker mix,wet,millies_wolfheart|tracker_mix|wet,0.0,False,,,,
Wainwrights,Wainwrights,grain free,wet,wainwrights|grain_free|wet,0.0,False,,,,
Workinghprs,WorkingHPRs,grain free,dry,workinghprs|grain_free|dry,0.0,False,,,,
Naturediet,Naturediet,feel good grain free,wet,naturediet|feel_good_grain_free|wet,0.0,False,,,,
Nutriment,Nutriment,leo and wolf meatballs,raw,nutriment|leo_and_wolf_meatballs|raw,0.0,False,,,,
Hills Science,Hill's,plan 1 5,wet,hill_s|plan_1_5|wet,0.0,False,,,,
Eukanuba,Eukanuba,caring,dry,eukanuba|caring|dry,0.264,False,Eukanuba,Adult Boxer Chicken,eukanuba|adult_boxer_chicken|dry,dry
Royal Canin,Royal Canin,maxi,wet,royal_canin|maxi|wet,0.0,False,,,,
Country Dog,Country Dog,premium grain free 1,wet,country_dog|premium_grain_free_1|wet,0.0,False,,,,
Fish4Dogs,Fish4Dogs,superior complete bite,wet,fish4dogs|superior_complete_bite|wet,0.0,False,,,,
Lifestage,Lifestage,grain free,raw,lifestage|grain_free|raw,0.0,False,,,,
Symply,Symply,,dry,symply||dry,0.0,False,,,,
Primal,Primal,spirit complete rebel farm,dry,primal|spirit_complete_rebel_farm|dry,0.0,False,,,,
Farmina Natural,Farmina Natural,and delicious ancestral grain light mini and,dry,farmina_natural|and_delicious_ancestral_grain_light_mini_and|dry,0.0,False,,,,
Pets at Home,Pets at Home,essentials complete chunks in jelly,wet,pets_at_home|essentials_complete_chunks_in_jelly|wet,0.0,False,,,,
Symply,Symply,fuel trays,wet,symply|fuel_trays|wet,0.0,False,,,,
Bug,Bug,bakes grain free,wet,bug|bakes_grain_free|wet,1.0,False,Bug,Bakes Grain Free,bug|bakes_grain_free|dry,dry
Wellness,Wellness,core 95 percent,wet,wellness|core_95_percent|wet,0.0,False,,,,
Natures Deli,Natures Deli,grain free,wet,natures_deli|grain_free|wet,0.0,False,,,,
Rosies,Rosies,farm country style,dry,rosies|farm_country_style|dry,0.0,False,,,,
Earls,Earls,cans in gravy,wet,earls|cans_in_gravy|wet,0.0,False,,,,
Essential,Essential,older,dry,essential|older|dry,0.0,False,,,,
Alpha,Alpha,grain free,dry,alpha|grain_free|dry,0.4782608695652174,False,Alpha,"Feeds Grain Free Chicken, Potato  Veg","alpha|feeds_grain_free_chicken,_potato__veg|unknown",dry
Orygo,Orygo,pate,wet,orygo|pate|wet,0.0,False,,,,
Yarrah,Yarrah,grain free,wet,yarrah|grain_free|wet,0.0,False,,,,
Naked,Naked,dog superfoods,unknown,naked|dog_superfoods|unknown,0.0,False,,,,
Skinners,Skinners,life,dry,skinners|life|dry,0.0,False,,,,
Tesco,Tesco,natures choice,wet,tesco|natures_choice|wet,0.0,False,,,,
Trophy,Trophy,lifestyle rice and veg,dry,trophy|lifestyle_rice_and_veg|dry,0.0,False,,,,
Hills Science,Hill's,plan 1 performance,wet,hill_s|plan_1_performance|wet,0.0,False,,,,
Piccolo,Piccolo,smaller dogs,dry,piccolo|smaller_dogs|dry,0.0,False,,,,
Benevo,Benevo,organic,dry,benevo|organic|dry,0.41904761904761906,False,Benevo,Adult Original,benevo|adult_original|dry,dry
Raaw,Raaw,dog food,wet,raaw|dog_food|wet,0.0,False,,,,
James Wellbeloved,James Wellbeloved,pouches,wet,james_wellbeloved|pouches|wet,0.0,False,,,,
Leader,Leader,,dry,leader||dry,0.0,False,,,,
Billy,Billy,and margot cans,raw,billy|and_margot_cans|raw,0.45454545454545453,False,Billy,Margot Salmon Superfood Blend,billy|margot_salmon_superfood_blend|dry,dry
Paleo,Paleo,ridge paleo plus,unknown,paleo|ridge_paleo_plus|unknown,0.0,False,,,,
