web-scraper-order,web-scraper-start-url,pagination-selector,data-page-selector,data-page-selector-href,image-0-src,text-1,text-2,text-3,text-4
"1757706295-1796","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild Dry Food Economy Packs Wetlands Adult (2 x 12.2kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/ecopack/580296?activeVariant=580296.18","https://media.zooplus.com/bilder/9/400/113410_pla_nidfrance_tasteofthewild_wetlands_12_2kg_hs_01_9.jpg","Taste of the Wild Dry Food Economy Packs","","","Taste of the Wild dry dog food is a grain-free diet for all breeds with different life stage options, from the USA. Now in a handy economy pack!"
"1757706297-1797","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild Dry Food Economy Packs Pine Forest Adult (2 x 12.2kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/ecopack/580296?activeVariant=580296.21","https://media.zooplus.com/bilder/7/400/113527_pla_nidfrance_tasteofthewild_pineforest_12_2kg_hs_01_7.jpg","Taste of the Wild Dry Food Economy Packs","","","Taste of the Wild dry dog food is a grain-free diet for all breeds with different life stage options, from the USA. Now in a handy economy pack!"
"1757706300-1798","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild Dry Food Economy Packs High Prairie Puppy (2 x 12.2kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/ecopack/580296?activeVariant=580296.24","https://media.zooplus.com/bilder/5/400/113522_pla_nidfrance_tasteofthewild_highprairiepuppy_12_2kg_hs_01_5.jpg","Taste of the Wild Dry Food Economy Packs","","","Taste of the Wild dry dog food is a grain-free diet for all breeds with different life stage options, from the USA. Now in a handy economy pack!"
"1757706302-1799","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild Dry Food Economy Packs Southwest Canyon Adult (2 x 12.2kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/ecopack/580296?activeVariant=580296.19","https://media.zooplus.com/bilder/1/400/113516_pla_nidfrance_tasteofthewild_southwestcanyon_12_2kg_hs_01_1.jpg","Taste of the Wild Dry Food Economy Packs","","","Taste of the Wild dry dog food is a grain-free diet for all breeds with different life stage options, from the USA. Now in a handy economy pack!"
"1757706305-1800","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Veterinary Dog – Renal Select Economy Pack: 2 x 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_vet_diet/965816?activeVariant=965816.1","","Royal Canin Veterinary Dog – Renal Select","","","Dietetic complete dry food for adult dogs suffering with chronic renal insufficiency, with a reduced phosphorus content and moderate protein levels to relieve the kidneys in an energy-rich recipe."
"1757706307-1801","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Boxer Adult 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_breed/993420?activeVariant=993420.2","https://media.zooplus.com/bilder/6/400/129896__pla_concept_for_life_boxer_adult_1_5kg_6.jpg","Concept for Life Boxer Adult","","","Premium dry dog food specifically developed for adult Boxers aged 15 months and over. With taurine, EPA & DPA for cardiac function, and glucosamine and chondroitin sulphate to support cartilage heath."
"1757706309-1802","https://www.zooplus.com/shop/dogs/dry_dog_food","","Rocco Mealtime - Fish 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/rocco/rocco_mealtime/1228698?activeVariant=1228698.1","","Rocco Mealtime - Fish","","","Premium dry dog food for meat lovers! Hearty, grain-free recipe with fresh white fish and tasty vegetables. Highly digestible, with at least 70% animal ingredients, and holistically balanced."
"1757706312-1803","https://www.zooplus.com/shop/dogs/dry_dog_food","","Rocco Mealtime - Fish Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/rocco/rocco_mealtime/1228698?activeVariant=1228698.3","","Rocco Mealtime - Fish","","","Premium dry dog food for meat lovers! Hearty, grain-free recipe with fresh white fish and tasty vegetables. Highly digestible, with at least 70% animal ingredients, and holistically balanced."
"1757706314-1804","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Veterinary Diet Economy Pack 2 x 12kg Gastrointestinal (2 x 12kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life_vet_dog_dry/economy_pack/820211?activeVariant=820211.6","https://media.zooplus.com/bilder/2/400/cfl_dog_gastro_12kg_1000x1000_2.jpg","Concept for Life Veterinary Diet Economy Pack 2 x 12kg","","","Premium complete dry dog food formulated to meet your dog's specific nutritional needs, it can be used as part of a therapeutic diet to support health issues. Available as an economical saver pack."
"1757706317-1805","https://www.zooplus.com/shop/dogs/dry_dog_food","","Crave Adult Turkey & Chicken Dry Dog Food Economy Pack: 2 x 11.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/crave/717960?activeVariant=717960.6","","Crave Adult Turkey & Chicken Dry Dog Food","","","Protein-rich dry food for adult dogs, with a minimum 60% animal ingredients for natural nutrition and containing fresh chicken and turkey, with no grains, soya or dairy products."
"1757706319-1806","https://www.zooplus.com/shop/dogs/dry_dog_food","","Carnilove Adult Duck and Pheasant Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/carnilove/1582662?activeVariant=1582662.0","","Carnilove Adult Duck and Pheasant","","","Balanced dry food for adult dogs of all breeds with duck and pheasant as well as fruits, vegetables & herbs. A tasty and digestible recipe free from grain and potato. Supports healthy joints."
"1757706322-1807","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Sensible Renal & Reduction Dry Dog Food Economy Pack: 2 x 11.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_life_protection/136391?activeVariant=136391.3","https://media.zooplus.com/bilder/7/400/112779_sensibel_renal_reduction_11_5kg_7.jpg","bosch Sensible Renal & Reduction Dry Dog Food","","","bosch Sensible Renal & Reduction dog food for sensitive adult dogs who need a diet reduced in proteins and minerals, special diet with Life Protection Concept"
"1757706324-1808","https://www.zooplus.com/shop/dogs/dry_dog_food","","Nature's Variety No Grain Mini Adult - Salmon 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/naturesvariety/original_nograin/1584223?activeVariant=1584223.1","","Nature's Variety No Grain Mini Adult - Salmon","","","Grain-free complete dry food for small breed adult dogs weighing up to 10kg, rich in succulent salmon, enriched with vegetable ingredients as a source of vitamins, minerals and fibre."
"1757706326-1809","https://www.zooplus.com/shop/dogs/dry_dog_food","","Bozita Original Adult Flavour Plus with Reindeer - Wheat-Free Economy Pack: 2 x 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bozita/bozita_dog_food/128406?activeVariant=128406.9","https://media.zooplus.com/bilder/7/400/380702_pla_bozita_original_flavour_plus_3kg_hs_1_1_7.jpg","Bozita Original Adult Flavour Plus with Reindeer - Wheat-Free","","","New, wheat-free recipe with Nordic berries! Balanced premium dry food from Sweden for dogs of all breeds, from sustainable agriculture, with fresh reindeer & chicken, source of FOS."
"1757706329-1810","https://www.zooplus.com/shop/dogs/dry_dog_food","","Bozita Original Adult Flavour Plus with Reindeer - Wheat-Free Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bozita/bozita_dog_food/128406?activeVariant=128406.11","https://media.zooplus.com/bilder/4/400/380703_pla_bozita_original_flavour_plus_12kg_hs_1_1_4.jpg","Bozita Original Adult Flavour Plus with Reindeer - Wheat-Free","","","New, wheat-free recipe with Nordic berries! Balanced premium dry food from Sweden for dogs of all breeds, from sustainable agriculture, with fresh reindeer & chicken, source of FOS."
"1757706331-1811","https://www.zooplus.com/shop/dogs/dry_dog_food","","Bozita Original Adult Light 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bozita/bozita_dog_food/128405?activeVariant=128405.10","https://media.zooplus.com/bilder/3/400/380806_pla_bozita_original_adult_light_huhn_12kg_hs_1_1_3.jpg","Bozita Original Adult Light","","","Premium, reduced-fat Swedish dog food, developed for dogs with low activity levels or tendencies to gain weight. This kibble contains antioxidants and fresh chicken as the main protein source."
"1757706334-1812","https://www.zooplus.com/shop/dogs/dry_dog_food","","Lukullus Senior Angus Beef with Duck Economy Pack: 2 x 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/lukullus/senior/1874128?activeVariant=1874128.0","","Lukullus Senior Angus Beef with Duck","","","Tasty cold pressed complete dry dog food for older dogs. This high-quality senior variety is made with hearty Angus beef combined with duck and adapted to suit the nutritional needs of aging dogs."
"1757706336-1813","https://www.zooplus.com/shop/dogs/dry_dog_food","","Crave Adult Turkey & Chicken Dry Dog Food 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/crave/717960?activeVariant=717960.7","","Crave Adult Turkey & Chicken Dry Dog Food","","","Protein-rich dry food for adult dogs, with a minimum 60% animal ingredients for natural nutrition and containing fresh chicken and turkey, with no grains, soya or dairy products."
"1757706339-1814","https://www.zooplus.com/shop/dogs/dry_dog_food","","Advance French Bulldog with Duck Saver Pack: 2 x 7.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/advance/1889255?activeVariant=1889255.1","","Advance French Bulldog with Duck","","","Complete dry food for French Bulldogs, with duck & rice as main ingredients, contains yeast and beet pulp, source of omega 3 & 6 as well as biotin, zinc and collagen, provides taurine."
"1757706341-1815","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Prescription Diet Canine Puppy Derm Complete Dry Dog Food 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/allergies_intolerances/1894726?activeVariant=1894726.1","","Hill's Prescription Diet Canine Puppy Derm Complete Dry Dog Food","","","Dietetic dry food for puppies, designed to support skin function in young dogs with dermatosis and food allergies, enriched with essential fatty acids and select sources of protein and carbohydrates."
"1757706344-1816","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Care Dog Grain-free Senior & Light Salmon & Potato 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_care/1948979?activeVariant=1948979.1","","Brit Care Dog Grain-free Senior & Light Salmon & Potato","","","Grain-free complete food for older dogs (> 7 years), supports weight management, contains omega 3 fatty acids for skin and fur, with prebiotics and probiotics for digestion"
"1757706346-1817","https://www.zooplus.com/shop/dogs/dry_dog_food","","Farmina N&D Prime Grain Free Mini Lamb & Blueberries Economy Pack: 2 x 7kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/prime/1949691?activeVariant=1949691.0","","Farmina N&D Prime Grain Free Mini Lamb & Blueberries","","","Grain-free complete food for small breed adult dogs with over 50% lamb, easy to digest, low glycaemic index, source of unsaturated fatty acids and prebiotics, from Italy"
"1757706348-1818","https://www.zooplus.com/shop/dogs/dry_dog_food","","Purizon Single Meat Adult Dog - Grain-Free Chicken with Camomile Blossoms 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purizon/single_meat/557273?activeVariant=557273.4","https://media.zooplus.com/bilder/6/400/purizon_singlemeat_chicken_1kg_1000x1000_6.jpg","Purizon Single Meat Adult Dog - Grain-Free Chicken with Camomile Blossoms","","","zooplus choice"
"1757706351-1819","https://www.zooplus.com/shop/dogs/dry_dog_food","","My Friend+ Senior & Light Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/my_friend_plus/1998579?activeVariant=1998579.1","","My Friend+ Senior & Light","","","Reduced-fat dry food for senior and overweight dogs, designed to support weight management, with a high content of fibre and enriched with antioxidants, made in Germany."
"1757706353-1820","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Care Hypoallergenic Adult Small Breed Lamb & Rice Economy Pack: 2 x 7kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/1583552?activeVariant=1583552.2","","Brit Care Hypoallergenic Adult Small Breed Lamb & Rice","","","Hypoallergenic dry food for adult small breed dogs, rich in lamb (single protein), with rice, increased energy content, to support dental health and promote a strong immune system."
"1757706356-1821","https://www.zooplus.com/shop/dogs/dry_dog_food","","Advance Veterinary Diets Diabetes Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/advance_vet_diets/2113904?activeVariant=2113904.3","","Advance Veterinary Diets Diabetes","","","Dietetic dry food for adult dogs with diabetes and insufficient digestion, with a reduced fat- and calorie content to support blood sugar regulation, easy to digest."
"1757706358-1822","https://www.zooplus.com/shop/dogs/dry_dog_food","","Advance Veterinary Diets Diabetes 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/advance_vet_diets/2113904?activeVariant=2113904.0","","Advance Veterinary Diets Diabetes","","","Dietetic dry food for adult dogs with diabetes and insufficient digestion, with a reduced fat- and calorie content to support blood sugar regulation, easy to digest."
"1757706360-1823","https://www.zooplus.com/shop/dogs/dry_dog_food","","Josera Daily Duck 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/2175663?activeVariant=2175663.0","","Josera Daily Duck","","","Tasty dry dog food for daily nutrition, made with high-quality ingredients and with a delicious duck flavour. Easy to digest, with essential omega-3 fatty acids."
"1757706363-1824","https://www.zooplus.com/shop/dogs/dry_dog_food","","Lukullus Vitality Adult Grain-Free Digestive Support Chicken 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/lukullus/vitality/2129630?activeVariant=2129630.1","","Lukullus Vitality Adult Grain-Free Digestive Support Chicken","","","With Lukullus Vitality, the gourmet brand with the unique, natural flavour is now expanding the Lukullus dry food range with special benefits for your dog. The grain-free recipe contains delicious chicken."
"1757706365-1825","https://www.zooplus.com/shop/dogs/dry_dog_food","","Purizon Senior Black Angus Beef with Turkey - Grain-Free 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purizon/senior_grainfree/2124466?activeVariant=2124466.2","","Purizon Senior Black Angus Beef with Turkey - Grain-Free","","","Delicious dry food for senior dogs, rich in protein and with a low carbohydrate content, ideal for supporting your older dog's needs as it ages and changes, with easily chewable kibble pieces."
"1757706367-1826","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Veterinary Diet Weight Control 4kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life_vet_dog_dry/weight_control/820209?activeVariant=820209.5","https://media.zooplus.com/bilder/7/400/cfl_dog_weight_1kg_1000x1000_7.jpg","Concept for Life Veterinary Diet Weight Control","","","zooplus choice"
