web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,pagination-selector,data-page-selector,data-page-selector-href,product_name-0,product_description-0,image-0-src,text-3,text-4
"1757695608-52","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","MjAMjAM Pure Single Meat 6 x 800g Pure Kangaroo","https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_single_protein/1995722?activeVariant=1995722.2","MjAMjAM Pure Single Meat 6 x 800g","Mono-protein, grain-free wet dog food, made with species-appropriate ingredients. Perfect for dogs with nutritional sensitivities, these recipes provide your dog with a balanced and complete diet.","","",""
"1757695610-53","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda vom Feinsten Junior 6 x 150g Turkey & Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/vomfeinsten/128690?activeVariant=128690.5","animonda vom Feinsten Junior 6 x 150g","Complete feed for growing dogs over 2 months old. No added grain or soya, with high quality meat. Even for food-sensitive puppies. With no artificial additives.","https://media.zooplus.com/bilder/3/400/353297_pla_animonda_vom_feinsten_junior_pute_lamm_150g_hs_01_1_3.jpg","",""
"1757695613-54","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Applaws Puppy Taste Toppers in Broth 6 x 156g Chicken Breast with Vegetables","https://www.zooplus.com/shop/dogs/canned_dog_food/applaws/applaws_cans/2340721?activeVariant=2340721.0","Applaws Puppy Taste Toppers in Broth 6 x 156g","Gluten-free wet food for puppies, a delicious food topping to increase acceptance, containing fine strips of meat in savoury broth, refined with gluten-free rice, promotes fluid intake.","","",""
"1757695615-55","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","MAC's Superfood 6 x 800g Poultry & Vegetables","https://www.zooplus.com/shop/dogs/canned_dog_food/macs/1861169?activeVariant=1861169.0","MAC's Superfood 6 x 800g","Grain-free wet food for adult dogs, with plenty of meat and vegetables in digestible recipes with ingredients of food-grade quality, rich in fibre and vitamins for complete nutrition.","","",""
"1757695617-56","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Organic 6 x 200g Beef & Chicken with Carrot","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/organic/1870765?activeVariant=1870765.3","Purizon Organic 6 x 200g","This tasty complete wet dog food is now available in organic quality: It is made with organic meat, fish and offal, enriched with organically grown fruit & vegetables. Grain-free, with a high protein content.","","",""
"1757695620-57","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Organic 6 x 200g Duck & Chicken with Courgette","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/organic/1870765?activeVariant=1870765.5","Purizon Organic 6 x 200g","This tasty complete wet dog food is now available in organic quality: It is made with organic meat, fish and offal, enriched with organically grown fruit & vegetables. Grain-free, with a high protein content.","","",""
"1757695622-58","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","MjAMjAM Pure Single Meat 6 x 800g Mixed Pack I (3 Varieties)","https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_single_protein/1995722?activeVariant=1995722.4","MjAMjAM Pure Single Meat 6 x 800g","Mono-protein, grain-free wet dog food, made with species-appropriate ingredients. Perfect for dogs with nutritional sensitivities, these recipes provide your dog with a balanced and complete diet.","","",""
"1757695625-59","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Lukullus Junior Chicken & Veal 6 x 800g","https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/junior/335237?activeVariant=335237.0","Lukullus Junior Chicken & Veal","Premium, tasty Chicken & Veal wet dog food was created specifically for young dogs and puppies, so it is perfect for your pet's individual needs. With an extra portion of calcium for healthy growth.","https://media.zooplus.com/bilder/8/400/lk_800g_junior_kalbhuhn_1000x1000_1_8.jpg","",""
"1757695627-60","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Royal Canin Medium Adult in Loaf 12 x 410g","https://www.zooplus.com/shop/dogs/canned_dog_food/royal_canin/size/2069279?activeVariant=2069279.2","Royal Canin Medium Adult in Loaf","Nutritious wet food for medium breed adult dogs (11-25kg), with high-quality protein in tailored amounts, enriched with easily-digestible nutrients including vitamins E and C for bodily immunity.","https://media.zooplus.com/bilder/0/400/492137_pla_royal_canin_medium_adult_mousse_hs_01_0.jpg","",""
"1757695630-61","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","alpha spirit Dog Meatballs 6 x 400g Chicken & Turmeric","https://www.zooplus.com/shop/dogs/canned_dog_food/alpha_spirit/1970065?activeVariant=1970065.4","alpha spirit Dog Meatballs 6 x 400g","Innovative wet food for dogs, with juicy meatballs in a cooking gravy, with 80% fresh meat refined with vegetables and spices, grain- and gluten-free, gently cooked to retain flavour and nutrients.","","",""
"1757695632-62","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","alpha spirit Dog Meatballs 6 x 400g Wild Boar & Thyme","https://www.zooplus.com/shop/dogs/canned_dog_food/alpha_spirit/1970065?activeVariant=1970065.5","alpha spirit Dog Meatballs 6 x 400g","Innovative wet food for dogs, with juicy meatballs in a cooking gravy, with 80% fresh meat refined with vegetables and spices, grain- and gluten-free, gently cooked to retain flavour and nutrients.","","",""
"1757695635-63","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Organic 6 x 400g Mixed Pack 2: 3 x Duck & Chicken, 3 x Salmon & Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/organic/1870835?activeVariant=1870835.1","Purizon Organic 6 x 400g","Complete wet dog food in organic quality. This tasty food is made with tasty organic meat and fish, hearty organic offal, and organically grown fruit & veg. It is grain-free and protein-rich.","","",""
"1757695637-64","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Advance Veterinary Diets Hypoallergenic Lamb (400g)","https://www.zooplus.com/shop/dogs/canned_dog_food/advance_veterinary_diets/hypoallergenic/2239129?activeVariant=2239129.0","Advance Veterinary Diets Hypoallergenic","Complete dietetic food for dogs to minimise food and nutrient intolerance symptoms, only one animal protein source, gluten-free recipe, provides omega-6 fatty acids and vitamin E.","","",""
"1757695640-65","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Advance Veterinary Diets Hypoallergenic Duck (400g)","https://www.zooplus.com/shop/dogs/canned_dog_food/advance_veterinary_diets/hypoallergenic/2239129?activeVariant=2239129.7","Advance Veterinary Diets Hypoallergenic","Complete dietetic food for dogs to minimise food and nutrient intolerance symptoms, only one animal protein source, gluten-free recipe, provides omega-6 fatty acids and vitamin E.","","",""
"1757695642-66","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Finest 11 x 150g Poultry & Salmon","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_trays/400781?activeVariant=400781.9","RINTI Finest 11 x 150g","Rinti Finest dog food, exclusively meat chunks from poultry, highly digestible, suitable for sensitive or older dogs and with reduced fat content.","","",""
"1757695645-67","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Wiejska Zagroda Dog 12 x 400g Rabbit","https://www.zooplus.com/shop/dogs/canned_dog_food/wiejska_zagroda/1901655?activeVariant=1901655.8","Wiejska Zagroda Dog 12 x 400g","Holistic wet food for dogs with extra meat and/or fish. A source of omega fatty acids. Grain-free recipe which contains spirulina. Different flavours available.","https://media.zooplus.com/bilder/0/400/532702_pla_wiejska_zagroda_dog_kaninchen_12x400g_hs_01_0.jpg","",""
"1757695647-68","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Lukullus Natural Adult Mini Grain-free Pouches 6 x 150g Poultry & Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_pouches/1415140?activeVariant=1415140.1","Lukullus Natural Adult Mini Grain-free Pouches 6 x 150g","A tasty grain-free complete wet food for small dogs! Made with carefully selected fresh meat, delicious vegetables and hemp oil, it comes in handy pouches. Your dog will love the hearty, meaty taste.","","",""
"1757695650-69","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Adult 6 x 300g Chicken Fillet with Duck, Carrot & Blackberry","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/adult/1549511?activeVariant=1549511.5","Purizon Adult 6 x 300g","Natural ingredients provide a unique flavour in this complete wet food for adult dogs, with tender chicken fillet and beneficial offal combined with fruits and vegetables, in a recipe rich in protein.","","",""
"1757695652-70","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Adult 6 x 400g Mixed Pack: 4 Varieties","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/adult/1217468?activeVariant=1217468.1","Purizon Adult 6 x 400g","Complete, grain-free wet dog food for adult dogs, made with tasty chicken fillet, hearty offal and carefully selected fruits and vegetables, with an increased protein content for an active life.","https://media.zooplus.com/bilder/6/400/219296_6.jpg","",""
"1757695655-71","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Pedigree Junior Pouch in Jelly Mixed Selection: 4 Varieties (12 x 100g)","https://www.zooplus.com/shop/dogs/canned_dog_food/pedigree_pur/pouches/598164?activeVariant=598164.10","Pedigree Junior Pouch in Jelly","This complete balanced wet food comes in a variety of fabulous flavours each containing meat, vitamins & fibre in a delicious jelly. It is sugar-free & easy to digest – a tasty treat for every puppy!","https://media.zooplus.com/bilder/6/400/585398_pla_mp_pedigree_pouch_12x100g_junior_mixed_in_jelly__4varieties__hs1_6.jpg","",""
"1757695657-72","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Essential 8+ 6 x 385 g Mix pack (3 varieties)","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/2178331?activeVariant=2178331.0","Terra Canis Essential 8+ 6 x 385 g","Premium wet food for dogs, 100% food-grade raw materials, 2 high-quality protein sources per variety & local fruit, vegetables & herbs, gluten-free, high-fibre coconut flour, sugar-free","","",""
"1757695660-73","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Pedigree Junior Pouch in Jelly Chicken in Jelly (24 x 100g)","https://www.zooplus.com/shop/dogs/canned_dog_food/pedigree_pur/pouches/598164?activeVariant=598164.9","Pedigree Junior Pouch in Jelly","This complete balanced wet food comes in a variety of fabulous flavours each containing meat, vitamins & fibre in a delicious jelly. It is sugar-free & easy to digest – a tasty treat for every puppy!","https://media.zooplus.com/bilder/4/400/416211_pla_pedigree_junior_frischebeutel_multipack_huhn_24x100g_hs_01_4.jpg","",""
"1757695662-74","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Filetto Pouch in Jelly 24 x 100g Duck with Duck Heart","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_pouches/1998829?activeVariant=1998829.8","RINTI Filetto Pouch in Jelly 24 x 100g","Delicious wet dog food, a high-quality supplementary dish with an enticing meat content, with easy to digest rice, low fat recipe, in soft jelly, with natural pieces of poultry, meat and offal.","","",""
"1757695664-75","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco Single Meat 6 x 400g Turkey","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/single_meat/1874716?activeVariant=1874716.3","Rocco Single Meat 6 x 400g","Mono-protein, grain-free wet dog food, made with a single source of protein. This tasty recipe consists of 70% meat and offal. All ingredients are 100% fresh, with no artificial additives or fillers.","","",""
"1757695667-76","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco Junior 6 x 400g Poultry with Game & Rice","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_junior/128757?activeVariant=128757.4","Rocco Junior 6 x 400g","A tasty wet food, specifically for puppies and growing dogs. This balanced, complete food is made with lots of meat, vitamins and calcium. It promotes healthy growth & development.","https://media.zooplus.com/bilder/3/400/38664_pla_rocco_junior_wild_hs_01_3.jpg","",""
"1757695669-77","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Briantos Chunks in Gravy 6 x 415g Chicken & Carrots","https://www.zooplus.com/shop/dogs/canned_dog_food/briantos/briantos_chunks_in_gravy/2027073?activeVariant=2027073.5","Briantos Chunks in Gravy 6 x 415g","This complete wet dog food has been specifically developed to meet the nutritional needs of adult dogs. With delicious, meaty chunks and carrots in a tasty gravy, free from artificial preservatives.","","",""
"1757695671-78","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Briantos Chunks in Gravy 6 x 415g Mixed Pack (3 Varieties)","https://www.zooplus.com/shop/dogs/canned_dog_food/briantos/briantos_chunks_in_gravy/2027073?activeVariant=2027073.0","Briantos Chunks in Gravy 6 x 415g","This complete wet dog food has been specifically developed to meet the nutritional needs of adult dogs. With delicious, meaty chunks and carrots in a tasty gravy, free from artificial preservatives.","","",""
"1757695674-79","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Single Meat 6 x 400g Lamb with Hop Blossoms","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/singlemeat/1958287?activeVariant=1958287.0","Purizon Single Meat 6 x 400g","Complete wet dog food made with only one source of animal protein. This tasty food is suitable for dogs with nutritional sensitivities. Lots of meat & tasty offal. Grain-free, very high in protein.","","",""
"1757695678-80","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Adult Mixed Packs 6 x 400g Adult Mixed Pack: 4 Varieties","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/trial_packs/1217191?activeVariant=1217191.0","Purizon Adult Mixed Packs","A protein-rich complete wet dog food with tasty chicken fillet and nutrient-rich offal, enriched with fruit & vegetables. Grain-free and gluten-free. Try all varieties now in these handy trial packs.","","",""
"1757695680-81","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Superfoods 6 x 140g Venison with Herring, Pumpkin & Pomegranate","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/adult/1958879?activeVariant=1958879.3","Purizon Superfoods 6 x 140g","This complete wet dog food adds variety to your dog's dinner with a combination of quality meat & fish and the power of superfoods. Grain-free, protein-rich, it can also be used as a topper for dry food.","","",""
"1757695683-82","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Superfoods 6 x 140g Wild Boar with Herring, Sweet Potato & Apple","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/adult/1958879?activeVariant=1958879.2","Purizon Superfoods 6 x 140g","This complete wet dog food adds variety to your dog's dinner with a combination of quality meat & fish and the power of superfoods. Grain-free, protein-rich, it can also be used as a topper for dry food.","","",""
